Id,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,Max_EState_Index,Min_Abs_EState_Index,MolecularW,Exact_Molecular_Weight,Number_of_Valence_Electrons,Max_Partial_Charge,Min_Abs_Partial_Charge,FpDensity_Morgan_Level_1,BCUT2D_High_Molecular_Weight,J_Index,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Chi0_Connectivity_Index,Hall_Kier_Alpha_Descriptor,Kappa_Shape_Index_1,Labute_ASA,PEOE_VSA_1,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,SlogP_VSA_3,TPSA_8,VSA_EState_1,Fraction_of_sp3_Carbon_Atoms,Number_of_Rotatable_Bonds,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,lipophilicity
2332,13.88836312,-0.404381383,13.88836312,0.214659161,0.693922213,323.371,305.227,323.1433904,122,0,0.303130739,0.969634229,0.99036911,0.0068895,0.442933107,0.15580864,0.651421199,0.073116892,0.714601509,0.66286846,0.251595985,-0.354187835,0.354187835,0.251595985,1.208333333,2.0,2.75,19.1421463,9.994386843,2.22797719,-2.056178077,2.342956361,-2.232839021,6.09736413,0.095653651,1.912234443,927.9300507,16.6814338,13.37163472,13.37163472,11.6690351,8.033387688,8.033387688,6.087617703,6.087617703,4.49504232,4.49504232,3.430803553,3.430803553,-2.66,0.925406018,9.53054216,7.827726843,5.535010933,2.130123885,451418.5214,14.90236391,5.760949154,2.374584867,138.6249836,15.61755573,5.817220841,0.351539635,0.558553718,0.466177888,0.442902273,0.46166476,0.0,0.0,5.907179729,0.0,4.794537184,4.390415048,0.0,0.0,24.26546827,42.29158222,29.68636574,5.563451492,9.184952232,16.81010466,0.0,15.61755573,0.0,12.96557803,13.59242839,58.90577773,0,11.25737949,10.63357721,4.390415048,0.0,0.0,24.48358664,12.96557803,5.817220841,21.48489166,36.39820241,0.0,22.16030442,0,56.92,5.817220841,9.184952232,0.0,5.907179729,17.62490862,35.17263322,17.69618563,0.0,7.047671983,39.883024,0.0,13.88836312,0.0,15.52517167,6.803474594,5.357216966,-0.619040545,11.04698759,0.72021101,1.361650884,1.915964699,0.210526316,24,3,4,0,1,1,2,1,3,2,3,5,3,0,0,0,4,2.9793,92.4936,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2717,13.4978937,-4.011647473,13.4978937,0.009919967,0.512329551,518.979,495.795,518.1026831,184,0,0.223464384,0.219212093,0.540692315,0.671159761,0.261540528,0.316816838,0.130749189,0.07945175,0.148255666,0.044079057,0.328129044,-0.456435557,0.456435557,0.328129044,1.2,1.971428571,2.685714286,35.49569256,10.07959312,2.321160992,-2.325141989,2.319278385,-2.438062198,7.887430026,0.099768231,1.669213588,1514.87649,25.32769817,18.73205951,20.30448504,16.55658778,10.75534266,12.57337047,8.219417036,10.5937878,5.778707308,7.87493829,3.981269325,5.693452334,-3.41,6.95754418,4.554831785,9.67414223,8.642355993,2.913854043,50911299.65,24.70628551,9.684184741,5.163142538,205.5055006,10.47053043,11.49902367,0.829934612,0.837155776,0.743935722,0.62280004,0.712695862,0.0,10.02329115,11.46644662,5.689743398,19.14015254,13.21233417,4.305215991,0.0,17.66730696,50.09721579,35.93880826,16.5007758,17.94919712,27.53141077,0.0,13.85629416,5.733667477,30.70270475,13.08951281,85.64903401,0,11.49902367,21.71954072,0.0,11.49902367,11.60093989,41.27078369,10.02329115,6.9237372,34.80492424,63.14597089,5.022633314,0.0,0,144.56,33.22132201,22.80140854,0.0,29.29795961,29.17723988,0.0,39.33462748,25.12283841,0.0,4.983978521,22.07147032,35.39139796,5.994507002,38.13041541,0.401847857,4.754709397,-0.500826777,9.808797605,2.529211834,1.862698296,-4.011647473,0.260869565,35,3,10,0,1,1,2,1,3,7,2,12,6,0,1,1,4,2.41542,129.5754,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2079,11.15257118,-0.6471053,11.15257118,0.421366003,0.911771307,279.383,258.215,279.1623143,108,0,0.13587234,0.697946938,0.683328114,0.599946288,0.285428202,0.193600993,0.748566458,0.126157111,0.397340789,0.702584313,0.105119159,-0.383525399,0.383525399,0.105119159,0.857142857,1.476190476,2.047619048,16.28737593,9.713854565,2.457917293,-2.502701593,2.422185206,-2.565970543,5.632046295,-0.117333881,1.647622996,613.7744302,14.28624628,12.20346379,12.20346379,10.25496819,7.863066009,7.863066009,6.418052374,6.418052374,5.219525661,5.219525661,3.947522325,3.947522325,-1.64,5.162106809,1.426075363,3.396816556,6.434951657,7.433671459,128120.4912,13.05290293,4.971873091,2.190866366,125.5854972,10.00643713,5.601050811,0.292914605,0.490793581,0.687064874,0.4201745,0.840965715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.59730362,48.53941658,6.544756406,0.0,5.106527395,0.0,0.0,4.899909731,5.917906046,18.44269406,19.63426922,60.16075511,0,11.12690298,0.0,0.0,0.0,0.0,29.64070634,5.601050811,5.917906046,18.40509474,54.59730362,0.0,11.12690298,0,23.47,5.601050811,5.106527395,0.0,0.0,5.917906046,38.03936396,11.12690298,0.0,6.066367068,53.43084628,0.0,0.0,0.0,2.393955499,11.15257118,2.872117636,0.421366003,18.90961778,2.243922014,3.089783223,0.0,0.368421053,21,1,2,0,3,3,2,0,2,2,1,2,2,0,3,3,5,3.2668,84.9388,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,11.80691001,-3.196568497,11.80691001,0.110552957,0.753645941,372.45,352.29,372.1256115,136,0,0.431391126,0.138029335,0.467855082,0.904831279,0.763566411,0.554209869,0.362782943,0.225229803,0.528844726,0.769139847,0.163420865,-0.377775879,0.377775879,0.163420865,1.192307692,2.0,2.769230769,32.22770283,10.11874773,2.181092136,-2.279169903,2.27312003,-2.365617485,7.8941829,0.12209888,1.844937056,1039.525754,18.1480536,14.47426947,15.29076605,12.4941145,8.443700747,10.50421426,6.458069058,8.598248412,4.338975497,5.159119004,3.171837663,3.856978849,-2.45,6.071864707,7.181840946,2.395682851,6.965630673,0.612726287,1210587.172,16.98849681,6.694962049,3.561464396,151.5012171,14.62075121,5.817862778,0.560818197,0.589811749,0.044607359,0.766696491,0.857624557,15.66165763,0.0,0.0,0.0,0.0,18.38575403,0.0,0.0,12.13273414,12.13273414,42.55816834,30.17724625,13.15465994,26.55804085,0.0,14.95193556,0.0,5.752853607,37.45895566,42.22260691,0,11.38785599,4.899909731,5.817862778,0.0,0.0,55.92877847,20.3269697,0.0,5.693927995,36.52867891,0.0,22.29078092,0,88.18,9.837253136,8.417796984,0.0,5.752853607,24.73209642,35.37375201,6.255769184,6.066367068,30.46231185,14.86786677,9.720841475,29.0220103,0.0,14.60483918,1.062535759,2.302633876,1.154447988,9.666030562,3.089572184,2.711165307,-3.196568497,0.333333333,26,1,7,0,1,1,1,2,3,6,1,8,4,0,1,1,4,2.0061,100.9045,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
951,5.505097159,0.280850051,5.505097159,0.280850051,0.803389612,201.229,190.141,201.090212,76,0,0.906782407,0.086328223,0.200232615,0.39168666,0.024009853,0.244196205,0.574613844,0.755016979,0.478517038,0.744860941,0.220017165,-0.496767803,0.496767803,0.220017165,1.133333333,1.866666667,2.466666667,16.46525849,10.13568349,1.996186026,-2.024895349,2.197672665,-1.945264066,5.600566256,0.41461847,2.368867522,453.6451427,10.67336211,8.344127366,8.344127366,7.292024998,4.523442526,4.523442526,3.02858155,3.02858155,2.05999655,2.05999655,1.296334992,1.296334992,-2.1,5.579013673,4.36118311,6.749638081,3.579547364,2.259218333,3584.430979,9.454836706,3.958005095,2.041839254,87.74617133,10.47053043,5.749511833,0.436528913,0.329557139,0.769847985,0.605835892,0.651384976,0.0,5.948339281,0.0,0.0,0.0,9.967957042,0.0,0.0,0.0,30.33183534,11.76029506,12.80372554,4.736862954,5.948339281,0.0,9.967957042,0.0,0.0,12.84346502,36.52867891,0,17.00689132,10.47053043,5.948339281,5.749511833,0.0,17.07775458,0.0,0.0,0.0,36.52867891,0.0,11.25737949,0,61.03,0.0,0.0,0.0,5.948339281,0.0,17.00689132,0.0,13.30664111,30.33183534,9.967957042,10.47053043,5.071325586,0.0,7.965805146,0.0,7.306072216,1.101014923,9.445086924,1.640772628,0.0,1.636589244,0.090909091,15,2,4,0,0,0,1,1,2,4,1,4,2,0,0,0,2,1.7344,58.4324,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3273,12.25985643,-0.337211234,12.25985643,0.051203642,0.667051803,425.916,401.724,425.1506193,156,0,0.218790656,0.057907819,0.282549173,0.97352385,0.696759952,0.876931783,0.956099119,0.685133822,0.125624625,0.233319083,0.328128448,-0.457371268,0.457371268,0.328128448,1.133333333,1.933333333,2.733333333,35.49569188,10.04107107,2.22386341,-2.33263214,2.257429215,-2.412056312,6.301103614,0.166786751,1.451967567,1137.420543,21.08721119,16.80617313,17.56210208,14.47436689,10.04562621,10.42359068,7.713213334,8.149649114,5.373861463,5.625837779,3.863414671,3.989402829,-2.83,8.154195496,9.457945385,2.043527116,7.625478888,0.125030432,6883585.298,20.44308636,8.896231105,4.830927818,179.243312,4.736862954,11.49902367,0.518468206,0.446104938,0.331486472,0.164735415,0.549942462,0.0,0.0,5.559266895,5.689743398,19.24552508,4.794537184,0.0,0.0,23.73367403,68.27179075,29.87244119,6.041840829,4.736862954,11.60093989,0.0,14.4509879,0.0,32.35197768,13.08951281,91.71540108,0,11.49902367,15.98587325,0.0,11.49902367,11.60093989,27.54050071,6.544756406,6.9237372,30.01038706,64.31685449,5.022633314,0.0,0,67.33,0.0,9.589074368,0.0,17.29085112,10.58608481,49.53838762,0.0,29.82041456,30.33183534,15.95025532,16.33780284,7.607004024,5.93066606,28.66926289,0.673652998,1.044548429,1.512279903,15.36393871,3.591037871,4.218720228,0.0,0.304347826,30,1,6,0,1,1,2,1,3,5,1,7,5,0,1,1,4,4.12782,117.5757,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2262,13.22559052,-0.169073718,13.22559052,0.014228255,0.54890237,500.426,473.21,499.1429471,178,0,0.280043064,0.274526747,0.876311935,0.106497176,0.156485148,0.020408136,0.486670274,0.697145318,0.56327688,0.373397912,0.255470406,-0.490284014,0.490284014,0.255470406,0.911764706,1.617647059,2.323529412,35.49826309,9.976595005,2.306943389,-2.413819914,2.291451827,-2.497338162,6.415801826,0.042603997,1.148870393,1245.514579,23.65612529,18.80545795,20.31731584,16.49120364,11.74848349,12.50441244,9.029526417,9.84392667,6.978353602,7.717382881,5.091970683,5.380050932,-2.54,6.058588818,9.735510682,6.055498694,8.41698057,0.665446522,70846495.62,23.21352287,9.982879301,4.80637062,207.9553,14.62075121,11.85347822,0.458724572,0.985019386,0.081488711,0.545927997,0.858634668,0.0,0.0,11.46644662,0.0,14.4889841,0.0,0.0,0.0,41.40098099,43.8823877,55.25652552,15.60871812,9.531400138,39.88150794,0.0,14.78379798,0.0,37.82909371,26.17902562,74.62393525,0,5.749511833,10.29612985,0.0,5.749511833,23.20187978,59.01581055,0.0,0.0,36.04127517,53.45595023,10.04526663,10.77244843,0,65.64,0.0,9.589074368,0.0,17.57041301,32.42300738,57.61182395,0.0,24.39594478,29.165378,9.883888252,27.93874273,6.119980426,12.09339538,32.48181792,2.297948506,0.394737343,0.744523027,13.14438645,5.545002526,3.400430649,0.0,0.384615385,34,1,6,0,2,2,2,1,3,4,1,8,4,0,2,2,5,4.9829,135.1792,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
989,10.66519197,-1.02767537,10.66519197,0.405903408,0.793828876,283.287,270.183,283.0956913,106,0,0.78702347,0.082606763,0.618815211,0.020605138,0.705088909,0.861646791,0.50048717,0.019129245,0.131670928,0.727734332,0.341224359,-0.4795734,0.4795734,0.341224359,1.19047619,1.857142857,2.476190476,16.50334758,10.18437196,2.113189463,-2.092985362,2.238746387,-2.115031149,5.734691919,-0.138807679,2.064253796,777.7839868,14.81962648,11.35390963,11.35390963,10.13103029,6.410288148,6.410288148,4.631749749,4.631749749,2.967702193,2.967702193,2.012724136,2.012724136,-2.89,2.177876809,7.930912525,5.576401809,0.440743845,3.801486493,89345.32302,13.10974753,5.240306384,2.689682645,120.1296243,9.843390349,22.47029954,0.10151812,0.88173649,0.205201339,0.836705279,0.88101478,6.606881965,0.0,0.0,5.969305288,0.0,4.794537184,0.0,14.99386984,18.19910121,36.75265697,0.0,0.0,14.63792753,17.00270672,0.0,14.99386984,0.0,6.9237372,6.606881965,48.02802097,0,11.43689811,4.736862954,0.0,5.749511833,0.0,32.67658449,4.794537184,6.9237372,5.563451492,42.46456948,0.0,16.72078771,0,77.24,12.57618725,4.794537184,0.0,0.0,11.43689811,16.59685293,4.796506222,6.066367068,43.32193961,10.19736362,9.843390349,5.303608749,0.0,12.13230554,17.52206866,3.160057897,-0.594058589,12.94373662,0.0,1.532281116,0.0,0.133333333,21,1,6,0,0,0,2,1,3,5,1,6,4,0,0,0,3,2.19232,76.7328,1,0,0,0,0,3,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905,13.19560413,-0.817283128,13.19560413,0.137241276,0.622271327,426.56,396.32,426.2307282,164,0,0.758676452,0.226824154,0.628798804,0.549438662,0.263207175,0.737084887,0.652880337,0.90722027,0.742801588,0.576267,0.232387696,-0.492959132,0.492959132,0.232387696,1.0,1.6875,2.34375,16.48176439,9.644833751,2.489418876,-2.373153889,2.432254482,-2.488826992,5.910254679,-0.123361118,1.381834196,1041.601217,21.96804456,18.37371168,18.37371168,15.67470706,11.55596143,11.55596143,8.981057762,8.981057762,7.202237434,7.202237434,5.597684945,5.597684945,-3.11,6.757708996,1.373978012,0.819404934,2.991247783,4.142913598,43023146.51,20.77384196,8.793068261,3.689986881,189.5581421,15.37044016,11.1645023,0.353758289,0.533965629,0.782588803,0.882640662,0.622146181,0.0,5.907179729,0.0,0.0,4.794537184,0.0,0.0,0.0,72.79640482,53.62447873,19.51033443,6.606881965,9.531400138,5.907179729,0.0,4.899909731,11.65157352,24.67745534,26.24115118,101.1165779,0,5.749511833,10.47053043,0.0,5.749511833,0.0,37.04824064,23.0511709,5.917906046,28.67462759,78.86277189,0.0,0.0,0,55.56,5.414990469,4.794537184,0.0,11.82508578,0.0,62.38003087,11.12690298,0.0,60.66367068,23.09901094,10.47053043,5.635187408,0.0,15.67969427,0.0,10.04520751,0.907910473,26.74710839,2.953617412,3.614607875,0.0,0.321428571,32,2,4,0,2,2,3,0,3,3,1,4,7,0,1,1,5,3.9575,126.7504,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,12.66435563,-0.529994331,12.66435563,0.166296296,0.86232474,266.3,252.188,266.1055277,100,0,0.39197784,0.800545062,0.664313571,0.818719651,0.766348907,0.969933986,0.540295655,0.978380433,0.347473834,0.211610571,0.258573725,-0.322465781,0.322465781,0.258573725,1.05,1.7,2.45,16.16223478,10.0675511,2.333769322,-2.340847132,2.32232455,-2.489056441,6.159699537,-0.116782631,2.076699591,667.1869069,14.1125197,11.03721287,11.03721287,9.68154055,6.467720051,6.467720051,4.723553555,4.723553555,3.427736308,3.427736308,2.357564381,2.357564381,-2.62,4.698283665,2.813677207,5.38140765,4.986216923,7.095345783,50634.55343,12.41566602,4.810628126,1.950479896,116.5751747,5.316788604,6.041840829,0.868456602,0.589824557,0.551041938,0.441284574,0.355418107,0.0,5.907179729,5.907179729,0.0,14.4889841,0.0,0.0,0.0,30.33183534,31.18920547,5.563451492,11.37477255,9.589074368,23.18913201,0.0,0.0,0.0,12.96557803,10.21669833,60.16075511,0,0.0,10.21669833,11.37477255,0.0,0.0,17.85620029,4.794537184,0.0,17.28172588,54.59730362,0.0,0.0,0,49.41,6.041840829,9.589074368,0.0,11.81435946,11.25083777,5.687386275,0.0,30.02274814,36.39820241,5.316788604,0.0,0.0,0.0,26.20748425,2.813131929,1.969617819,-0.339461924,15.78760755,0.0,1.728287037,0.0,0.125,20,1,4,0,1,1,2,0,2,2,1,4,1,0,0,0,3,2.674,77.7852,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,13.04235922,-3.91658494,13.04235922,0.077867536,0.851148832,364.423,344.263,364.1092927,134,0,0.480727741,0.245043539,0.784089896,0.183572182,0.909646078,0.015737481,0.107055464,0.222312997,0.7704954,0.320171948,0.267341194,-0.495170643,0.495170643,0.267341194,1.04,1.64,2.16,32.23342711,10.23899942,2.271680316,-2.218264268,2.370934965,-2.267633881,7.92503218,-0.113755385,2.606502313,866.1069869,18.6125197,14.43815522,15.2546518,11.80609754,7.385105215,8.825168544,5.192620663,7.130302306,3.554702422,5.361444506,2.282832136,3.640413186,-2.74,0.090574559,5.367485059,1.566304394,8.70815213,8.520185063,297002.2557,18.59654475,7.434768068,3.849875866,146.7722922,14.79051451,16.39450714,0.144651935,0.238370405,0.623621253,0.914367737,0.612953919,0.0,5.907179729,10.02329115,0.0,9.099753175,8.417796984,0.0,0.0,18.19910121,18.19910121,20.03777625,25.59436763,22.68606008,27.30524343,0.0,0.0,0.0,11.81922068,30.88927166,42.46456948,0,11.49902367,19.0957305,11.37477255,11.49902367,0.0,35.59224378,14.81782834,0.0,6.9237372,47.36005295,0.0,0.0,0,84.94,10.02329115,13.21233417,0.0,22.23956131,11.43689811,4.305215991,40.3237384,30.33183534,0.0,5.316788604,9.473725908,37.6524085,0.0,11.31646105,2.564367126,0.747486011,0.074376016,11.40960514,0.0,1.327320772,0.324642044,0.235294118,25,1,7,0,0,0,2,0,2,5,1,8,6,0,0,0,2,2.4873,95.8805,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1724,11.30747433,-2.989379298,11.30747433,0.05071239,0.339300137,524.635,492.379,524.1868744,196,0,0.880701082,0.158369366,0.261878209,0.359416296,0.329232019,0.806920024,0.554436066,0.102783509,0.953552737,0.473858691,0.303598895,-0.493545007,0.493545007,0.303598895,1.027027027,1.783783784,2.486486486,32.22770338,9.941349646,2.262656271,-2.15024344,2.382943016,-2.078213014,7.901770186,-0.137054597,1.415206579,1372.109252,26.57877502,21.32109501,22.13759159,17.58633865,12.21276565,14.27327917,9.558436454,11.81818896,6.341455304,7.371712063,4.683443386,5.325671911,-3.52,4.64197176,4.198710077,0.817533586,6.816997328,3.586534063,148651475.4,26.54042244,11.25389013,7.037665232,217.4759136,19.31711626,33.6926706,0.158914538,0.091079799,0.405254711,0.128824984,0.028813221,0.0,0.0,0.0,5.969305288,4.794537184,8.417796984,0.0,0.0,24.26546827,72.35102175,23.80349379,25.38743916,32.52945042,15.80655842,0.0,0.0,0.0,39.21390566,25.22238672,76.85110958,0,28.37543848,14.21058886,0.0,17.2485355,0.0,44.71601639,21.23867229,13.8474744,41.01335526,54.59730362,0.0,11.12690298,0,99.13,15.80655842,13.21233417,0.0,18.09158128,37.74049118,39.13022078,6.255769184,0.0,56.31204388,12.13273414,19.31711626,40.12030181,0.0,11.05859341,9.080112614,6.27138182,1.234292445,17.71986447,1.739696414,5.181802988,-2.989379298,0.344827586,37,1,7,0,1,1,3,0,3,6,1,8,11,0,0,0,4,5.31364,142.4376,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1086,12.2961285,-4.70920107,12.2961285,0.014768279,0.433084681,516.524,489.308,516.2096734,196,0,0.880510845,0.423236059,0.282112648,0.452604057,0.489297174,0.487145298,0.652058967,0.531247564,0.440240934,0.31644268,0.572596301,-0.405799671,0.572596301,0.405799671,1.081081081,1.783783784,2.459459459,19.42245548,10.08589767,2.306087221,-2.315230417,2.266850514,-2.376431994,5.903393771,-0.274201789,1.290482976,1215.039162,26.41563832,20.379179,20.379179,17.6588183,11.70601795,11.70601795,8.582563543,8.582563543,5.817554174,5.817554174,3.94070867,3.94070867,-3.93,9.320510469,7.961085523,7.56631348,0.289643651,8.548547057,147922416.0,26.14206139,11.41842782,7.526660471,211.5929023,25.00721285,12.07683191,0.930335232,0.095503111,0.949961278,0.436288157,0.890165117,0.0,17.80385829,0.0,6.362358859,4.794537184,9.967957042,4.983978521,13.17124514,18.19910121,55.1577517,31.38802256,12.71084835,27.43950823,29.17863084,0.0,14.95193556,0.0,45.76232486,28.62299975,59.91879254,0,5.749511833,20.27034989,36.44269625,5.749511833,0.0,46.41495335,16.1382821,6.9237372,30.89228343,48.79188955,0.0,0.0,0,101.5,6.362358859,17.96578233,0.0,17.76065795,37.28045961,29.6559325,25.38379141,12.13273414,25.12283841,35.22228546,4.736862954,46.7408537,0.0,26.5590708,5.991661344,3.107492155,0.53347221,11.20450033,-1.740479041,5.020095166,0.0,0.36,37,2,9,0,1,1,2,1,3,8,2,12,8,0,1,1,4,4.96622,131.7414,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
